【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【合租】唐延路 枫林华府二期 3室主卧,枫林华府二期,1000,http://xa.58.com/pinpaigongyu/29095022704957x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,850,http://xa.58.com/pinpaigongyu/29060858059082x.shtml
【合租】雁南五路 曲江观邸 4室主卧,曲江观邸,990,http://xa.58.com/pinpaigongyu/29363449815081x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【合租】大雁塔 太白里 4室次卧,太白里,1000,http://xa.58.com/pinpaigongyu/29005441006540x.shtml
【整租】高新四路 高新九号 1室0厅,高新九号,2750,http://xa.58.com/pinpaigongyu/29072782430795x.shtml
【合租】西影路 凯森福景雅苑 3室主卧,凯森福景雅苑,1100,http://xa.58.com/pinpaigongyu/29140128357039x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1188,http://xa.58.com/pinpaigongyu/29249392941124x.shtml
【整租】唐延路 高新水晶岛 1室0厅,高新水晶岛,2700,http://xa.58.com/pinpaigongyu/29304402058031x.shtml
【整租】高新二路 枫叶广场二期 2室2厅,枫叶广场二期,4200,http://xa.58.com/pinpaigongyu/29425378696004x.shtml
【合租】唐延路 群贤道九号 3室次卧,群贤道九号,1100,http://xa.58.com/pinpaigongyu/29339229462321x.shtml
【合租】方新村 广丰花园 3室主卧,广丰花园,600,http://xa.58.com/pinpaigongyu/29384139683408x.shtml
【整租】高新四路 新西蓝二期 2室2厅,新西蓝二期,3500,http://xa.58.com/pinpaigongyu/29447924036028x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29438429427498x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29174879127236x.shtml
【整租】玉祥门 恒天国际城(大庆 1室1厅,恒天国际城(大庆,2300,http://xa.58.com/pinpaigongyu/29244320876074x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29459429464122x.shtml
【合租】方新村 宫园中央 3室主卧,宫园中央,699,http://xa.58.com/pinpaigongyu/29284268697771x.shtml
【合租】明德门 长丰园 5室主卧,长丰园,700,http://xa.58.com/pinpaigongyu/29216814789303x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【合租】电子城 万国花园 5室次卧,万国花园,750,http://xa.58.com/pinpaigongyu/29171936841294x.shtml
【合租】雅荷花园 凤城明珠 4室主卧,凤城明珠,1180,http://xa.58.com/pinpaigongyu/28964892229824x.shtml
【合租】电视塔 澳城大厦 4室次卧,澳城大厦,850,http://xa.58.com/pinpaigongyu/29273889039538x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【合租】边家村 泰华金汇时代 2室主卧,泰华金汇时代,1600,http://xa.58.com/pinpaigongyu/29085304307897x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29062390788019x.shtml
【合租】国展中心 汇景新都 3室次卧,汇景新都,800,http://xa.58.com/pinpaigongyu/29371322258734x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29051211331639x.shtml
【整租】玉祥门 恒天国际城(大庆 1室1厅,恒天国际城(大庆,2300,http://xa.58.com/pinpaigongyu/29244314494144x.shtml
【整租】高新四路 新西蓝二期 2室2厅,新西蓝二期,3500,http://xa.58.com/pinpaigongyu/29447924036028x.shtml
【合租】方新村 广丰花园 3室主卧,广丰花园,600,http://xa.58.com/pinpaigongyu/29384139683408x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29438429427498x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29459429464122x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,1800,http://xa.58.com/pinpaigongyu/29259853049031x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,1900,http://xa.58.com/pinpaigongyu/29259928841142x.shtml
【整租】旺座现代城 领先时代广场 1室0厅,领先时代广场,2200,http://xa.58.com/pinpaigongyu/29493978693834x.shtml
【整租】龙首村 皇族名居 2室1厅,皇族名居,2000,http://xa.58.com/pinpaigongyu/29105775200809x.shtml
【整租】唐延路 高新水晶岛 1室0厅,高新水晶岛,2500,http://xa.58.com/pinpaigongyu/29493641337933x.shtml
【合租】明德门 鑫泰园 5室次卧,鑫泰园,700,http://xa.58.com/pinpaigongyu/29348725395659x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【整租】经济技术开发区 赛高街区 2室2厅,赛高街区,2600,http://xa.58.com/pinpaigongyu/29338079554354x.shtml
【整租】经济技术开发区 赛高街区 1室0厅,赛高街区,2000,http://xa.58.com/pinpaigongyu/29382363895237x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/28797815035343x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29382462611270x.shtml
【合租】高新六路 4室主卧,4室主卧,1050,http://xa.58.com/pinpaigongyu/29005518040891x.shtml
【合租】电子城 万国花园 4室次卧,万国花园,600,http://xa.58.com/pinpaigongyu/29337252447548x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1288,http://xa.58.com/pinpaigongyu/29097802312520x.shtml
【整租】唐延路 高新水晶岛 1室0厅,高新水晶岛,2500,http://xa.58.com/pinpaigongyu/29493641337933x.shtml
【整租】高新四路 新西蓝二期 2室2厅,新西蓝二期,3500,http://xa.58.com/pinpaigongyu/29403390688959x.shtml
【整租】二环南路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29272316452165x.shtml
【合租】凤城五路 紫薇风尚 5室次卧,紫薇风尚,650,http://xa.58.com/pinpaigongyu/28632728206654x.shtml
【整租】高新路 高新水晶城 1室0厅,高新水晶城,2700,http://xa.58.com/pinpaigongyu/29403614719019x.shtml
【整租】高新四路 群贤道九号 1室1厅,群贤道九号,2000,http://xa.58.com/pinpaigongyu/29260203566250x.shtml
【合租】龙首村 宫园壹号2期 3室次卧,宫园壹号2期,650,http://xa.58.com/pinpaigongyu/29127821355057x.shtml
【整租】唐延路 莱安逸境 1室1厅,莱安逸境,2700,http://xa.58.com/pinpaigongyu/29392463740852x.shtml
【整租】科技五路 橡树星座 1室0厅,橡树星座,2500,http://xa.58.com/pinpaigongyu/29447869788496x.shtml
【合租】方新村 宫园中央 5室次卧,宫园中央,750,http://xa.58.com/pinpaigongyu/29381895813328x.shtml
【合租】明德门 凯旋广场 4室次卧,凯旋广场,600,http://xa.58.com/pinpaigongyu/29020022828493x.shtml
【整租】青稞公寓 电子正街 青稞·极速公寓,电子正街,1288-1396,http://xa.58.com/pinpaigongyu/29306279436077x.shtml
【整租】经济技术开发区 赛高街区 1室0厅,赛高街区,2000,http://xa.58.com/pinpaigongyu/29382363895237x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29038864169930x.shtml
【合租】高新六路 4室主卧,4室主卧,1050,http://xa.58.com/pinpaigongyu/29005518040891x.shtml
【整租】青稞公寓 边家村 泰华-青稞公寓,边家村,1600-1800,http://xa.58.com/pinpaigongyu/29459806610124x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1396,http://xa.58.com/pinpaigongyu/29107831967822x.shtml
【合租】明德门 鑫泰园 6室次卧,鑫泰园,650,http://xa.58.com/pinpaigongyu/29450793783081x.shtml
【整租】电子正街 梦想城 1室0厅,梦想城,1188,http://xa.58.com/pinpaigongyu/29194028084164x.shtml
【合租】曲江池 金水湾 4室次卧,金水湾,780,http://xa.58.com/pinpaigongyu/29205781432007x.shtml
